"wrkstat","wrkslf","wrkgovt","occ10","indus10","age","educ","sex","race","year","parsol","joblose","jobfind","satjob","satfin","coninc","conrinc","prestg10","prestg105plus","dwelown"
1,1,2,2100,7270,68,16,1,1,2012,3,4,2,1,1,178712.46494,324512.29214,69,89,1
5,1,2,2600,7490,84,16,2,1,2012,3,NA,NA,NA,2,51705,16277.5,46,66,1
5,2,2,NA,6990,63,19,1,1,2012,1,NA,NA,NA,1,178712.46494,NA,NA,NA,NA
1,2,1,4250,8570,57,16,1,1,2012,1,NA,NA,2,2,51705,51705,37,33,NA
1,2,2,3255,8190,42,16,2,3,2012,1,4,3,2,2,178712.46494,76600,64,87,1
7,2,2,1820,8190,45,20,2,1,2012,NA,NA,NA,2,2,178712.46494,NA,71,94,1
1,2,2,4920,7070,38,14,1,3,2012,1,3,3,3,3,107240,NA,49,69,1
1,2,2,350,8190,46,20,1,1,2012,4,NA,NA,1,2,178712.46494,324512.29214,64,86,NA
6,2,2,NA,8190,51,20,2,3,2012,NA,NA,NA,NA,3,76600,NA,NA,NA,2
1,2,2,3420,5070,41,14,2,2,2012,1,NA,NA,1,2,28725,12447.5,55,74,NA
5,2,2,8255,6890,75,12,2,2,2012,NA,NA,NA,NA,3,21065,NA,36,25,2
5,2,2,3600,8170,81,8,2,3,2012,3,NA,NA,NA,3,6894,NA,48,50,NA
2,NA,NA,NA,NA,41,9,2,1,2012,4,NA,NA,NA,3,NA,NA,NA,NA,3
5,2,1,3255,8190,67,19,2,2,2012,NA,NA,NA,NA,1,51705,NA,64,87,1
5,2,1,4220,7070,71,19,1,2,2012,1,NA,NA,NA,1,21065,NA,24,15,2
1,2,2,5620,4970,35,6,1,3,2012,2,NA,NA,4,3,NA,NA,25,12,NA
1,2,1,2330,7860,45,17,2,2,2012,3,NA,NA,2,2,34470,34470,61,83,NA
7,2,2,230,9170,35,16,2,2,2012,NA,NA,NA,2,3,NA,NA,59,80,2
6,2,NA,NA,NA,21,14,2,2,2012,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1,2,NA,4220,8270,52,11,2,2,2012,5,1,3,2,3,24895,21065,24,15,2
1,2,1,5000,9480,49,16,2,2,2012,NA,3,3,2,3,51705,51705,46,54,1
1,2,2,1030,7470,46,16,1,1,2012,4,3,1,2,2,63195,63195,55,83,2
1,1,1,2540,9480,51,14,2,1,2012,5,NA,NA,1,3,24895,18192.5,48,50,NA
1,2,2,1106,6970,28,16,1,3,2012,NA,3,2,3,2,91920,51705,61,92,2
5,2,1,2320,7860,81,16,2,1,2012,NA,NA,NA,NA,2,91920,NA,64,91,1
1,1,2,3050,5070,47,17,1,1,2012,1,NA,NA,2,1,76600,76600,66,90,NA
1,1,2,9130,6290,48,14,1,1,2012,NA,4,3,2,3,NA,NA,35,29,2
1,2,2,430,2190,46,16,1,1,2012,2,4,3,NA,2,178712.46494,76600,39,42,1
5,2,2,4950,6470,68,12,1,1,2012,2,NA,NA,NA,3,178712.46494,NA,21,8,1
1,2,NA,2540,7860,56,16,2,1,2012,2,NA,NA,2,3,63195,18192.5,48,50,NA
7,2,2,5700,7270,43,14,2,1,2012,2,NA,NA,2,2,63195,NA,47,55,1
1,2,2,3110,7980,32,13,2,3,2012,5,4,3,4,3,21065,NA,63,90,2
2,2,2,4230,8660,23,12,2,3,2012,1,NA,NA,3,3,NA,3447,25,14,NA
5,2,2,1050,3490,59,12,1,1,2012,4,NA,NA,NA,2,21065,NA,48,55,1
1,2,1,2430,6770,32,18,2,1,2012,4,3,3,1,2,178712.46494,34470,55,73,1
1,2,2,2710,8560,44,16,1,1,2012,NA,4,2,1,3,107240,51705,58,77,1
1,2,2,2200,7870,49,20,2,3,2012,1,NA,NA,1,1,107240,107240,74,94,NA
1,1,2,230,7880,64,12,2,1,2012,2,4,2,1,2,34470,34470,59,80,2
1,2,2,2200,7860,30,19,2,1,2012,2,NA,NA,2,1,NA,NA,74,94,NA
7,2,2,4600,9290,51,12,2,3,2012,1,NA,NA,1,3,28725,18192.5,35,28,NA
1,2,1,5940,7870,28,17,2,2,2012,NA,4,2,1,3,63195,34470,17,6,3
5,2,2,4530,8660,84,13,1,1,2012,1,NA,NA,NA,1,NA,NA,29,18,NA
1,2,2,310,8680,32,14,1,3,2012,1,4,3,2,1,12447.5,12447.5,39,40,2
8,2,2,3255,8170,54,18,2,3,2012,NA,NA,NA,NA,3,91920,91920,64,87,1
1,2,2,2000,8190,34,20,2,2,2012,NA,4,3,2,2,42130,42130,51,64,1
2,2,2,2320,7860,33,16,2,3,2012,2,4,2,1,2,18192.5,5745,64,91,2
4,2,2,5700,3390,48,12,2,1,2012,NA,NA,NA,2,2,16277.5,NA,47,55,2
7,2,1,5540,6370,52,10,2,2,2012,2,NA,NA,1,1,21065,NA,45,46,2
2,2,2,4230,7070,NA,14,2,3,2012,2,NA,NA,2,2,18192.5,3447,25,14,NA
1,1,2,2100,7270,54,16,1,1,2012,2,NA,NA,2,2,178712.46494,NA,69,89,NA
6,NA,NA,NA,NA,19,13,2,3,2012,NA,NA,NA,NA,1,NA,NA,NA,NA,1
1,1,2,4620,8590,41,16,1,3,2012,NA,4,1,1,2,63195,63195,35,28,1
2,2,2,3420,5070,23,17,2,1,2012,NA,4,3,1,2,91920,12447.5,55,74,2
5,2,2,220,770,51,12,1,1,2012,2,NA,NA,NA,1,178712.46494,34470,53,75,1
5,2,1,2320,7860,75,16,2,1,2012,NA,NA,NA,NA,2,107240,NA,64,91,1
7,2,1,NA,9480,NA,20,2,1,2012,1,NA,NA,1,1,NA,NA,NA,NA,NA
1,2,2,4250,7770,27,12,1,3,2012,3,NA,NA,1,2,4979,4979,37,33,NA
4,2,1,4220,8560,24,14,1,1,2012,1,NA,NA,2,1,NA,NA,24,15,1
1,2,2,5240,6870,26,20,1,3,2012,NA,2,3,4,2,24895,24895,31,20,1
2,2,1,2540,7860,47,19,2,1,2012,4,NA,NA,2,3,76600,8617.5,48,50,NA
4,2,2,2016,8380,55,13,2,1,2012,NA,NA,NA,4,3,14362.5,3447,44,44,2
4,2,2,NA,8190,55,18,2,2,2012,3,NA,NA,2,2,24895,NA,NA,NA,1
1,2,2,735,7290,43,17,1,1,2012,3,4,2,2,2,63195,63195,57,79,1
1,2,2,3645,8190,46,14,2,2,2012,1,NA,NA,2,2,NA,21065,51,55,NA
1,2,2,3910,7270,71,16,1,2,2012,1,NA,NA,2,1,107240,34470,50,66,NA
1,2,2,1460,3590,32,16,2,3,2012,NA,3,2,1,1,178712.46494,NA,70,94,1
2,2,2,4760,4880,63,17,1,1,2012,2,NA,NA,1,1,76600,8617.5,31,18,NA
1,2,2,3600,8170,50,12,2,1,2012,NA,3,2,2,2,10532.5,10532.5,48,50,2
1,1,2,4210,7770,60,12,1,1,2012,3,4,1,1,2,51705,51705,36,27,1
7,2,2,5840,6990,33,14,2,1,2012,NA,NA,NA,2,3,18192.5,NA,38,34,2
1,2,2,1740,590,40,18,2,1,2012,2,4,3,2,2,107240,63195,65,88,1
5,1,2,310,8680,68,12,1,1,2012,2,NA,NA,NA,2,21065,NA,39,40,NA
5,2,2,2310,7860,69,14,2,1,2012,NA,NA,NA,NA,2,63195,NA,61,85,1
5,2,2,1320,3580,71,18,1,1,2012,1,NA,NA,NA,1,178712.46494,34470,75,94,1
1,2,2,3400,8180,23,15,1,1,2012,1,NA,NA,1,1,34470,4213,62,88,NA
1,2,2,1460,3580,28,16,1,1,2012,2,4,2,2,1,76600,63195,70,94,2
1,2,2,1050,6170,49,12,1,2,2012,3,3,3,2,3,51705,51705,48,55,2
4,2,1,2430,6770,66,16,2,1,2012,5,NA,NA,2,3,28725,NA,55,73,2
1,2,2,5700,9160,36,20,2,1,2012,2,NA,NA,1,3,51705,34470,47,55,NA
1,1,NA,2850,6670,53,19,1,1,2012,NA,3,3,1,1,178712.46494,324512.29214,67,91,1
1,2,2,4020,8680,40,6,2,1,2012,2,NA,NA,3,3,18192.5,18192.5,33,24,NA
1,2,2,5700,6690,34,12,2,1,2012,4,3,3,2,2,34470,34470,47,55,2
2,2,2,7750,2870,58,6,1,1,2012,4,1,1,3,3,21065,14362.5,35,26,2
4,2,2,1360,7070,62,12,1,1,2012,2,NA,NA,1,1,42130,NA,65,91,NA
1,2,2,4020,8680,24,12,2,1,2012,NA,4,2,2,2,178712.46494,24895,33,24,1
5,2,2,9640,6390,72,6,2,1,2012,3,NA,NA,NA,2,8617.5,NA,22,13,1
1,2,2,4700,5380,32,12,2,3,2012,2,NA,NA,4,3,34470,34470,38,39,NA
1,2,2,4840,6170,29,16,1,2,2012,3,4,2,2,2,42130,42130,43,51,2
1,2,2,9650,490,34,12,1,2,2012,3,NA,NA,2,3,34470,34470,36,31,NA
4,2,2,3600,8190,36,13,2,2,2012,2,NA,NA,3,3,10532.5,8617.5,48,50,2
5,2,2,8750,3980,74,8,1,1,2012,4,NA,NA,NA,1,14362.5,NA,42,48,NA
1,1,2,800,6890,49,16,2,3,2012,1,4,3,1,1,178712.46494,51705,60,85,1
1,2,1,1010,570,60,16,1,3,2012,NA,4,3,2,2,91920,91920,63,87,1
2,1,2,4230,9290,78,16,1,2,2012,5,NA,NA,2,3,4213,2681,25,14,NA
2,2,1,2540,7860,39,14,2,2,2012,3,3,3,2,2,21065,21065,48,50,2
5,1,2,6260,770,73,16,1,1,2012,4,NA,NA,NA,3,8617.5,NA,28,23,2
2,1,2,2340,7890,67,16,2,3,2012,1,NA,NA,1,2,12447.5,12447.5,38,32,NA
5,2,2,5700,6890,82,11,2,1,2012,NA,NA,NA,NA,2,8617.5,NA,47,55,NA
5,2,2,3645,8190,64,14,2,2,2012,1,NA,NA,NA,2,16277.5,NA,51,55,2
7,2,1,2540,7860,61,14,2,1,2012,3,NA,NA,4,2,NA,NA,48,50,1
1,2,2,4010,8690,22,6,1,1,2012,NA,4,3,2,2,12447.5,4213,38,29,2
1,2,2,8965,7270,27,14,2,1,2012,1,NA,NA,1,2,24895,NA,35,28,NA
1,2,2,100,6970,41,14,1,1,2012,NA,2,3,2,3,28725,28725,59,80,2
2,2,2,4720,8680,33,9,2,1,2012,1,1,3,4,3,4979,2681,28,16,2
7,NA,NA,NA,NA,49,6,2,1,2012,2,NA,NA,1,2,16277.5,NA,NA,NA,NA
1,2,2,9140,7590,22,11,1,3,2012,NA,2,2,1,3,51705,18192.5,26,11,1
1,2,2,8320,1680,42,6,2,3,2012,1,2,3,4,3,10532.5,10532.5,32,22,2
2,2,2,4020,8680,28,11,2,3,2012,4,NA,NA,2,3,10532.5,1532,33,24,NA
5,2,1,3255,8190,66,14,2,1,2012,2,NA,NA,NA,1,16277.5,NA,64,87,1
6,2,2,50,6670,35,13,2,3,2012,1,NA,NA,NA,3,42130,NA,53,73,NA
4,1,2,6260,770,52,12,1,1,2012,3,NA,NA,4,2,12447.5,NA,28,23,2
1,2,2,1006,3390,63,14,1,1,2012,2,NA,NA,1,2,42130,42130,65,90,NA
1,2,2,3930,7860,31,13,1,1,2012,2,4,1,1,2,63195,34470,34,27,2
7,2,2,1300,770,29,17,2,3,2012,1,NA,NA,1,2,63195,NA,73,92,NA
1,2,2,1020,3370,50,17,1,3,2012,NA,3,NA,1,2,51705,51705,60,78,2
1,2,2,710,8180,47,12,1,2,2012,1,NA,NA,3,3,51705,51705,51,72,NA
1,1,2,500,8560,65,12,2,1,2012,1,NA,NA,2,3,51705,51705,46,59,NA
1,1,2,10,4390,62,13,1,1,2012,5,4,3,2,3,63195,24895,72,90,1
6,NA,NA,NA,NA,18,13,2,3,2012,NA,NA,NA,NA,2,NA,NA,NA,NA,1
7,2,2,8710,5580,40,14,2,1,2012,5,NA,NA,NA,2,8617.5,NA,28,11,2
1,2,2,540,6990,28,16,2,3,2012,1,NA,NA,2,2,34470,34470,46,53,NA
1,1,2,910,6890,24,16,1,3,2012,2,4,1,2,2,42130,NA,45,60,2
1,2,2,710,1290,40,16,1,1,2012,3,NA,NA,2,1,76600,51705,51,72,NA
5,2,1,2630,570,77,15,2,3,2012,NA,NA,NA,NA,2,6894,NA,46,56,2
2,2,2,5000,770,24,15,2,1,2012,NA,3,2,1,1,NA,NA,46,54,2
6,NA,NA,NA,NA,21,14,2,3,2012,1,NA,NA,NA,2,1532,NA,NA,NA,NA
6,NA,NA,NA,NA,22,15,2,1,2012,NA,NA,NA,NA,2,6894,NA,NA,NA,2
6,NA,NA,NA,NA,24,16,1,1,2012,2,NA,NA,NA,1,383,NA,NA,NA,2
1,2,2,9130,4560,22,11,1,3,2012,NA,4,2,1,1,76600,24895,35,29,1
2,2,2,2830,6570,21,15,1,1,2012,1,4,2,1,1,NA,NA,51,69,2
5,2,2,3535,3960,67,16,1,1,2012,1,NA,NA,NA,2,24895,NA,52,63,NA
1,2,2,2310,7860,32,19,2,1,2012,3,3,3,1,2,63195,34470,61,85,2
1,2,2,4220,7070,38,9,1,3,2012,2,NA,NA,3,2,34470,16277.5,24,15,NA
7,2,2,4010,8680,55,12,2,1,2012,NA,NA,NA,2,1,107240,4979,38,29,1
1,2,2,5940,2290,40,14,1,1,2012,2,NA,NA,2,3,42130,42130,17,6,NA
1,2,2,9750,6290,38,11,1,1,2012,1,NA,NA,1,1,91920,91920,26,17,NA
7,1,2,1006,7380,52,13,1,1,2012,4,NA,NA,1,3,63195,18192.5,65,90,NA
7,2,2,4760,7890,34,16,2,2,2012,2,NA,NA,2,3,91920,3447,31,18,2
1,2,2,850,6970,22,16,2,1,2012,1,3,2,2,3,8617.5,8617.5,63,84,2
1,2,2,1430,3590,56,17,1,1,2012,NA,4,2,1,1,178712.46494,76600,63,91,1
1,2,2,2160,7070,60,12,2,1,2012,3,NA,NA,1,2,4979,4979,44,49,NA
1,2,2,1020,9480,39,16,1,3,2012,1,NA,NA,2,1,178712.46494,91920,60,78,NA
2,2,1,2300,8470,33,16,2,1,2012,NA,2,2,2,2,91920,16277.5,53,68,1
5,2,1,8965,590,67,12,1,1,2012,2,NA,NA,NA,2,NA,NA,35,28,1
1,2,2,4700,5070,51,12,1,1,2012,2,NA,NA,1,2,63195,63195,38,39,NA
4,2,2,1540,1990,65,12,1,1,2012,NA,NA,NA,2,2,76600,42130,47,64,1
1,2,2,50,3690,42,16,2,1,2012,4,3,2,1,2,42130,42130,53,73,2
7,2,2,5860,770,65,12,2,1,2012,5,NA,NA,2,3,34470,NA,32,26,1
6,2,1,3600,8170,25,13,2,2,2012,NA,NA,NA,NA,3,16277.5,6894,48,50,2
4,2,2,9000,4870,36,12,2,1,2012,4,NA,NA,2,3,107240,NA,45,50,1
1,2,2,630,7680,38,14,2,3,2012,3,NA,NA,1,2,24895,NA,47,59,NA
6,2,1,4610,8170,18,12,1,3,2012,NA,NA,NA,NA,3,42130,2681,48,44,1
1,2,2,2630,3990,38,9,1,1,2012,1,NA,NA,1,3,24895,NA,46,56,NA
2,1,2,NA,5690,41,9,2,3,2012,1,NA,NA,1,2,178712.46494,NA,NA,NA,NA
1,2,2,2720,7890,20,14,1,1,2012,NA,4,1,2,2,76600,5745,65,80,1
4,2,2,4710,6680,39,16,1,1,2012,2,NA,NA,2,2,107240,51705,48,58,1
6,NA,NA,NA,NA,25,17,2,1,2012,1,NA,NA,NA,2,34470,NA,NA,NA,NA
1,2,1,4220,7860,57,14,1,1,2012,1,3,3,2,2,28725,28725,24,15,2
2,1,1,4600,8470,61,13,2,2,2012,NA,1,2,3,3,76600,4213,35,28,1
1,2,2,230,7870,31,16,1,3,2012,2,NA,NA,2,2,34470,6894,59,80,NA
5,2,1,2310,7860,62,19,2,1,2012,1,NA,NA,NA,3,NA,NA,61,85,NA
2,2,2,6260,770,30,12,1,1,2012,NA,4,2,1,3,28725,28725,28,23,2
1,2,2,230,7890,68,14,2,1,2012,NA,4,1,1,2,21065,10532.5,59,80,2
1,2,2,160,7790,50,16,1,1,2012,3,NA,NA,1,2,28725,24895,44,49,NA
1,2,1,4250,9370,27,12,1,3,2012,3,NA,NA,2,3,34470,383,37,33,NA
1,2,2,4850,3390,30,16,1,2,2012,2,NA,NA,2,3,51705,42130,45,55,NA
7,2,2,5000,9590,65,14,2,3,2012,1,NA,NA,2,1,91920,NA,46,54,NA
2,2,2,3255,8190,65,18,2,1,2012,1,4,2,2,1,178712.46494,42130,64,87,1
1,2,1,2320,7860,36,19,1,1,2012,3,NA,NA,3,1,63195,51705,64,91,NA
4,2,2,2900,6670,72,12,1,1,2012,5,NA,NA,NA,3,34470,NA,43,49,1
7,NA,NA,NA,NA,27,12,2,1,2012,1,NA,NA,2,1,NA,NA,NA,NA,NA
2,2,2,4750,4690,22,12,1,1,2012,NA,4,1,2,2,16277.5,16277.5,30,24,2
7,NA,NA,NA,NA,33,9,2,3,2012,1,NA,NA,2,2,16277.5,NA,NA,NA,2
1,2,2,4250,7770,35,6,1,1,2012,3,NA,NA,2,3,16277.5,16277.5,37,33,NA
7,2,2,6260,770,54,11,2,1,2012,NA,NA,NA,1,1,76600,NA,28,23,1
6,NA,NA,NA,NA,18,11,1,3,2012,2,NA,NA,NA,1,8617.5,NA,NA,NA,NA
2,2,2,9620,5170,38,12,2,1,2012,NA,4,3,1,3,8617.5,NA,25,16,2
2,2,2,7950,3570,67,12,2,1,2012,NA,4,3,1,1,51705,6894,40,32,1
1,2,2,4750,4690,48,12,1,1,2012,2,3,3,3,2,34470,18192.5,30,24,1
5,2,1,2100,6180,64,19,1,2,2012,NA,NA,NA,NA,3,63195,63195,69,89,1
5,2,2,5700,2670,89,19,2,1,2012,1,NA,NA,NA,2,NA,NA,47,55,NA
1,2,2,5700,6080,48,12,2,1,2012,5,4,2,2,2,34470,34470,47,55,2
7,2,2,4220,5090,44,6,2,1,2012,NA,NA,NA,2,2,NA,NA,24,15,2
1,2,2,4040,8680,42,15,1,1,2012,NA,4,3,1,1,91920,91920,32,21,2
7,2,2,8965,7590,26,16,2,2,2012,2,NA,NA,1,2,383,NA,35,28,2
7,2,1,3600,8270,68,12,2,2,2012,5,NA,NA,1,1,10532.5,NA,48,50,NA
2,2,1,1800,9570,61,14,2,2,2012,1,NA,NA,1,2,42130,28725,64,88,NA
1,1,2,4700,5090,34,13,1,2,2012,1,4,3,1,2,63195,63195,38,39,1
7,NA,NA,NA,NA,35,6,2,1,2012,NA,NA,NA,NA,2,10532.5,NA,NA,NA,1
1,2,1,800,8470,53,17,1,2,2012,NA,4,2,2,2,107240,63195,60,85,2
1,2,2,4820,6890,32,12,1,1,2012,1,NA,NA,1,3,NA,NA,58,72,NA
5,2,1,3255,8190,61,14,1,3,2012,1,NA,NA,NA,2,34470,NA,64,87,NA
4,2,2,4220,5790,28,10,1,3,2012,NA,NA,NA,2,1,18192.5,NA,24,15,1
1,1,2,6200,770,39,12,1,1,2012,2,4,1,1,2,51705,51705,49,63,2
1,2,2,10,8180,61,16,1,1,2012,NA,4,3,1,1,178712.46494,324512.29214,72,90,1
1,2,2,4965,7370,65,18,1,1,2012,3,4,1,1,1,NA,NA,31,26,1
1,2,2,20,2370,34,18,1,1,2012,NA,4,1,1,2,107240,76600,50,65,1
5,2,2,3600,2870,87,12,1,1,2012,1,NA,NA,NA,1,NA,NA,48,50,NA
6,2,2,9620,4970,24,16,1,1,2012,1,NA,NA,NA,1,34470,NA,25,16,NA
2,2,2,2860,7490,39,12,2,1,2012,NA,4,2,1,2,34470,34470,56,76,2
5,NA,NA,NA,NA,76,0,2,1,2012,2,NA,NA,NA,2,NA,NA,NA,NA,2
1,2,2,5240,7590,32,14,1,1,2012,1,NA,NA,3,3,42130,28725,31,20,NA
1,2,2,5120,6990,54,16,2,1,2012,2,4,3,1,1,63195,34470,45,48,1
2,2,2,3255,7860,55,14,2,1,2012,NA,1,3,3,3,10532.5,10532.5,64,87,2
7,2,2,3255,9170,53,16,2,1,2012,1,NA,NA,1,3,178712.46494,NA,64,87,NA
1,2,1,4220,7860,62,14,1,2,2012,NA,4,3,2,2,24895,24895,24,15,1
2,2,2,6260,7770,39,6,1,3,2012,1,1,3,3,3,12447.5,12447.5,28,23,1
1,2,2,4810,6990,30,12,2,3,2012,NA,4,2,2,2,42130,24895,47,61,1
5,NA,NA,NA,NA,89,8,2,2,2012,2,NA,NA,NA,1,5745,NA,NA,NA,NA
1,2,1,4250,8570,30,10,1,2,2012,2,4,2,2,3,24895,NA,37,33,2
1,2,2,4220,7690,35,12,2,1,2012,2,NA,NA,2,2,34470,12447.5,24,15,NA
5,2,2,5700,8470,73,16,2,1,2012,3,NA,NA,NA,2,51705,NA,47,55,1
5,2,1,2310,7860,69,16,2,1,2012,3,NA,NA,NA,2,63195,NA,61,85,NA
5,2,2,5700,770,89,12,2,1,2012,NA,NA,NA,NA,2,24895,NA,47,55,1
1,2,2,10,NA,55,16,1,1,2012,2,NA,NA,3,1,178712.46494,324512.29214,72,90,NA
5,2,2,4720,5170,78,12,2,1,2012,NA,NA,NA,NA,3,18192.5,NA,28,16,2
1,2,2,430,7270,43,17,1,1,2012,NA,NA,NA,2,2,178712.46494,324512.29214,39,42,1
5,2,1,2310,7860,68,16,2,1,2012,1,NA,NA,NA,1,91920,NA,61,85,1
1,1,1,4700,5180,71,16,1,1,2012,2,NA,NA,2,2,76600,76600,38,39,NA
7,2,2,5410,8660,47,16,2,1,2012,NA,NA,NA,1,1,178712.46494,NA,33,23,1
5,2,1,2330,7860,68,18,2,1,2012,3,NA,NA,NA,2,28725,NA,61,83,1
5,2,2,8250,6480,76,12,2,1,2012,NA,NA,NA,NA,1,24895,NA,35,29,1
1,2,2,430,2980,55,16,1,1,2012,3,4,2,1,1,107240,76600,39,42,1
1,2,2,5940,NA,49,12,2,1,2012,5,NA,NA,1,2,42130,NA,17,6,NA
1,2,2,4850,3190,68,14,2,1,2012,NA,2,3,3,2,51705,34470,45,55,1
1,2,2,2900,4670,47,11,1,1,2012,3,NA,NA,1,2,63195,63195,43,49,NA
8,2,2,1430,3990,59,14,1,1,2012,1,NA,NA,NA,2,63195,NA,63,91,1
5,2,2,3255,8190,74,16,2,1,2012,2,NA,NA,NA,2,24895,NA,64,87,NA
4,2,2,9120,6180,71,14,1,1,2012,2,NA,NA,3,2,34470,8617.5,35,27,1
4,2,2,4760,5090,32,12,2,1,2012,NA,NA,NA,1,1,107240,21065,31,18,1
1,2,2,2040,9160,30,16,1,1,2012,2,4,2,1,1,42130,42130,66,86,2
1,2,1,3820,9470,38,16,2,1,2012,NA,4,2,1,2,178712.46494,76600,58,81,1
1,2,2,136,8660,41,16,2,1,2012,4,NA,NA,2,3,107240,34470,53,73,NA
3,2,1,230,7870,62,20,2,1,2012,1,NA,NA,NA,1,91920,91920,59,80,1
1,2,1,2320,7860,49,20,1,1,2012,NA,4,2,1,2,63195,51705,64,91,1
1,2,2,3255,8290,52,16,2,1,2012,1,3,1,1,2,76600,76600,64,87,1
5,2,2,5700,770,61,13,2,1,2012,NA,NA,NA,NA,2,76600,NA,47,55,1
1,2,2,2400,8570,52,16,1,1,2012,1,NA,NA,3,1,178712.46494,63195,55,75,NA
1,2,1,430,9590,33,14,1,1,2012,NA,4,3,1,2,178712.46494,63195,39,42,1
2,2,1,2300,7860,65,16,2,1,2012,3,NA,NA,2,3,21065,16277.5,53,68,NA
4,2,1,4220,9370,55,12,1,2,2012,2,NA,NA,1,2,NA,NA,24,15,NA
1,2,2,NA,8270,45,14,2,2,2012,1,NA,NA,1,1,107240,NA,NA,NA,NA
2,1,2,220,770,35,9,1,3,2012,NA,4,3,2,3,28725,6894,53,75,2
1,2,2,5240,570,36,14,2,2,2012,1,4,3,2,1,8617.5,NA,31,20,2
7,2,1,2200,7870,43,16,2,2,2012,4,NA,NA,4,3,51705,24895,74,94,NA
5,1,2,6530,2680,83,13,1,1,2012,3,NA,NA,NA,1,28725,NA,48,52,2
5,2,2,4760,5390,64,14,1,2,2012,5,NA,NA,NA,3,10532.5,NA,31,18,2
1,2,1,2320,7860,38,18,1,1,2012,4,3,2,2,3,76600,42130,64,91,2
1,2,1,9130,4580,25,14,1,2,2012,NA,4,3,2,3,34470,NA,35,29,2
5,2,1,430,9570,81,18,1,1,2012,NA,NA,NA,NA,2,51705,NA,39,42,NA
2,2,2,4230,7690,23,12,2,1,2012,NA,4,3,4,3,NA,383,25,14,1
1,2,2,4510,8980,21,12,2,1,2012,3,NA,NA,1,3,28725,12447.5,36,27,NA
2,2,1,4020,7860,56,12,2,1,2012,4,NA,NA,1,2,91920,4979,33,24,NA
1,2,2,5940,770,30,11,2,1,2012,5,4,1,2,3,21065,10532.5,17,6,2
5,2,2,6355,570,69,12,1,1,2012,NA,NA,NA,NA,2,28725,NA,49,54,1
7,2,1,5700,7860,62,12,2,1,2012,3,NA,NA,1,2,NA,NA,47,55,NA
1,2,2,2825,7470,39,16,1,1,2012,2,NA,NA,3,1,107240,63195,46,57,NA
1,1,2,1030,6570,25,18,1,1,2012,NA,4,NA,2,3,3447,3447,55,83,2
5,2,1,9810,9790,75,20,1,2,2012,1,NA,NA,NA,2,42130,NA,63,85,1
1,2,2,410,NA,46,18,1,1,2012,NA,3,3,2,2,178712.46494,76600,41,44,1
8,1,2,2750,8560,57,6,1,2,2012,1,NA,NA,NA,3,NA,18192.5,51,66,NA
6,NA,NA,NA,NA,20,13,1,2,2012,NA,NA,NA,NA,1,63195,NA,NA,NA,1
1,2,1,9800,9790,53,16,2,2,2012,2,NA,NA,2,2,76600,76600,73,95,NA
1,2,1,1220,9370,53,16,1,1,2012,NA,3,3,3,2,178712.46494,51705,53,78,1
7,2,2,4600,8470,42,8,2,2,2012,2,NA,NA,1,1,28725,18192.5,35,28,1
1,2,2,2200,7870,63,18,1,1,2012,1,NA,NA,1,1,178712.46494,91920,74,94,NA
1,2,1,1020,9370,55,20,1,1,2012,NA,4,1,1,1,178712.46494,NA,60,78,1
1,2,1,430,9370,54,17,1,1,2012,2,NA,NA,1,1,178712.46494,107240,39,42,NA
2,2,2,20,7380,77,20,1,1,2012,NA,4,1,1,1,178712.46494,76600,50,65,1
3,2,1,2340,7860,48,16,2,2,2012,3,NA,NA,1,2,28725,28725,38,32,NA
1,2,2,4230,8660,52,4,2,1,2012,2,1,3,2,2,34470,16277.5,25,14,1
1,2,2,4700,5790,31,13,1,2,2012,2,NA,NA,1,3,42130,34470,38,39,NA
1,2,2,4010,8680,57,12,2,2,2012,2,4,2,2,3,24895,8617.5,38,29,1
4,2,2,6040,4470,21,12,1,1,2012,2,NA,NA,2,2,6894,2681,33,28,1
1,2,2,4030,9090,50,15,2,2,2012,1,NA,NA,2,1,28725,18192.5,21,9,NA
1,2,2,4800,6480,38,16,2,1,2012,NA,3,3,3,2,178712.46494,42130,38,36,1
1,1,2,9130,6170,33,12,1,3,2012,NA,3,3,1,1,51705,34470,35,29,1
1,2,2,1965,7460,26,14,1,1,2012,2,NA,NA,NA,2,51705,21065,43,46,NA
7,2,2,5700,7270,33,14,2,1,2012,4,NA,NA,NA,3,8617.5,NA,47,55,NA
1,2,2,540,6990,44,17,2,2,2012,NA,3,2,2,3,42130,42130,46,53,2
1,2,2,1006,8080,25,16,1,1,2012,1,NA,NA,1,1,51705,51705,65,90,NA
1,2,2,1650,9170,27,16,2,1,2012,3,NA,NA,1,2,34470,34470,63,80,NA
2,2,2,2200,7870,27,16,1,1,2012,1,3,1,2,2,12447.5,2681,74,94,2
1,2,2,800,7070,28,16,2,1,2012,NA,4,2,2,2,107240,34470,60,85,2
1,2,2,800,8680,22,16,1,1,2012,2,4,1,2,1,28725,28725,60,85,1
7,2,1,2000,9470,48,17,2,1,2012,2,NA,NA,1,1,107240,NA,51,64,NA
5,2,1,3800,9470,89,8,1,1,2012,NA,NA,NA,NA,1,18192.5,NA,40,39,3
1,2,2,3255,8290,49,17,2,1,2012,3,NA,NA,2,2,76600,34470,64,87,NA
